familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 2,B66097015,MERIT SCHOOL,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,180,http://www.meritschool.com/cursos-idiomas-subvencionados/,subvencions@meritschool.com,933837337,Extensa,otro,70,False,,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 2_MERIT SCHOOL_Presencial_180,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Serveis socioculturals i a la comunitat,Formació i educació,Anglès b.2.b.,B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Larga,otro,13,False,Idiomes B.2,Anglès b.2.b._ASPASIA CATALUNYA_Presencial_60,Mitjà,Idiomes,"{'nivell': 'Mitjà', 'tipus': 'Idiomes', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Emprenedoria,Emprenedoria,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,8169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,Altra Formació Professionalitzadora,30,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533,Media,otro,12,False,,Emprenedoria_CENTRE DE FORMACIO DE FUNDESPLAI_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Promoció i negoci a través de les xarxes socials,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,https://www.formar-te.es,formarte@formar-te.es,936061032,Media,otro,48,False,,Promoció i negoci a través de les xarxes socials_Formar-te_Teleformació_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,Formació específica per a vigilants de seguretat que prestin servei de resposta davant d'alarmes,B65943235,SG CONSULTORS FORMADORS SL,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105,Corta,otro,96,False,,Formació específica per a vigilants de seguretat que prestin servei de resposta davant d'alarmes_SG CONSULTORS FORMADORS SL_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,130,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Extensa,certificado,85,True,,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_130",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs en instal·lacions de telecomunicacions,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,82,False,,Prevenció de riscos laborals per a treballs en instal·lacions de telecomunicacions_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Gestió de la informació i comunicació,Activitats bàsiques d'atenció al client,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,150,https://www.formar-te.es,formarte@formar-te.es,936061032,Extensa,otro,39,False,,Activitats bàsiques d'atenció al client_Formar-te_Presencial_150,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de muntatge de prefabricats de formigó a l'obra,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,91,False,Mitjà,Prevenció de riscos laborals per a treballs de muntatge de prefabricats de formigó a l'obra_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_20,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Administració i auditoria,Actualització socio-laboral,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,https://www.catformacio.com,info@catformacio.org,932172515,Corta,otro,27,False,,Actualització socio-laboral_Catformació_Presencial_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 2,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Teleformació,Altra Formació Professionalitzadora,180,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Extensa,otro,70,False,,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 2_NASCOR_Teleformació_180,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Extensa'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Analítica i màrqueting digital,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",8279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500,Media,otro,30,False,,"Analítica i màrqueting digital_LAE FORMACIÓN PROGRAMADA, S.L._Teleformació_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,Eines d'identificació de grups urbans violents i conductes radicals en seguretat privada,B05356811,Hemif Consulting,8019,BARCELONA,13,BARCELONÈS,Mixta,Altra Formació Professionalitzadora,20,https://.,formacio@grouphm.es,652677919,Corta,otro,88,False,,Eines d'identificació de grups urbans violents i conductes radicals en seguretat privada_Hemif Consulting_Mixta_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Mixta', 'hores': 'Corta'}"
Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons norma renovació une 58451,B59873760,JAUME VILADOMS,8187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099,Corta,otro,47,False,,Operació de carretons norma renovació une 58451_JAUME VILADOMS_Presencial_6,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Habilitats personals i socials,Eines de coaching. nivell i,B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Media,otro,27,False,,Eines de coaching. nivell i_ASPASIA CATALUNYA_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Atenció social,Teràpia d'estimulació amb nines per a persones amb demència,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.idfo.com,sroman@idfo.com,932689292,Corta,otro,59,False,,Teràpia d'estimulació amb nines per a persones amb demència_IDFO_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Administració i auditoria,Gestió de tresoreria,G61508834,AUTOOCUPACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.autoocupacio.org,formacio@autoocupacio.org,934908860,Media,otro,20,False,Mitjà,Gestió de tresoreria_AUTOOCUPACIÓ_Presencial_40,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Comptabilitat bàsica,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.idfo.com,sroman@idfo.com,932689292,Larga,otro,20,False,Bàsic,Comptabilitat bàsica_IDFO_Presencial_60,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Formació complementària,Digitals / Ofimàtica / Tics,Resolució de problemes a l'entorn digital (actic nivell avançat),B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,https://www.formar-te.es,formarte@formar-te.es,936061032,Media,otro,64,False,Avançat,Resolució de problemes a l'entorn digital (actic nivell avançat)_Formar-te_Teleformació_40,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Formació complementària', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,Sead0112_uf2673_psicologia aplicada a la protecció de persones i béns,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Media,certificado,69,False,,Sead0112_uf2673_psicologia aplicada a la protecció de persones i béns_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",8279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,50,https://WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500,Larga,otro,40,False,,"Gestió de les xarxes socials a l'empresa_LAE FORMACIÓN PROGRAMADA, S.L._Teleformació_50",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Analítica i màrqueting digital,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Media,otro,30,False,,Analítica i màrqueting digital_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Hostaleria i turisme,Restauració,Cuina tradicional espanyola,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,8169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,40,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533,Media,otro,27,False,,Cuina tradicional espanyola_CENTRE DE FORMACIO DE FUNDESPLAI_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,"Sead0112_uf2674_tècniques i procediments professionals en la protecció de persones, instal·lacions i béns",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Extensa,certificado,105,False,,"Sead0112_uf2674_tècniques i procediments professionals en la protecció de persones, instal·lacions i béns_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_90",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,Sscb0209_mf1866_activitats d'educació en el temps lliure infantil i juvenil,B60704939,Escola d'educadors CET10,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,60,https://cet10.com,info.formacio@cet10.com,933137976,Larga,certificado,75,False,,Sscb0209_mf1866_activitats d'educació en el temps lliure infantil i juvenil_Escola d'educadors CET10_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Arts gràfiques,Disseny gràfic i multimèdia,Adobe illustrator i,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,50,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Larga,otro,19,False,,Adobe illustrator i_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_50,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Arts gràfiques', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Administració i gestió,Administració i auditoria,Gestió fiscal de l'empresa,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,40,https://www.grupbrm.com/academia,japeig@grupbrm.com,977402291,Media,otro,26,False,Mitjà,"Gestió fiscal de l'empresa_BRM PREVIFORM, S.L._Presencial_40",Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Gestió de la informació i comunicació,ADGG0408_MF0971_Reproducció i arxivament,B56635774,AUTOESCOLA L'ASFALT,8187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Certificats de Professionalitat,120,https://www.lasfalt.com,formacio@formartalent.com,692511167,Extensa,certificado,40,True,,ADGG0408_MF0971_Reproducció i arxivament_AUTOESCOLA L'ASFALT_Teleformació_120,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Extensa'}"
Competències transversals,Habilitats personals i socials,Mindfulness,B61146163,CEMFORMACIO,8184,RUBÍ,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.cemformacio.net,marc@cemformacio.net,935880041,Media,otro,11,False,,Mindfulness_CEMFORMACIO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Compravenda,"Atenció al client del petit comerç en llengua estrangera, anglès",G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,64,False,,"Atenció al client del petit comerç en llengua estrangera, anglès_Catformació_Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Català bàsic,B59873760,JAUME VILADOMS,8187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,45,https://www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099,Larga,otro,12,False,Bàsic,Català bàsic_JAUME VILADOMS_Presencial_45,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Seguretat i medi ambient,Gestió ambiental,Sistemes de gestió ambiental,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,60,https://www.formar-te.es,formarte@formar-te.es,936061032,Larga,otro,28,False,,Sistemes de gestió ambiental_Formar-te_Teleformació_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Administració i gestió,Gestió de la informació i comunicació,Ms excel 2016 avançat (accessible),B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,25,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Media,otro,34,False,Avançat,Ms excel 2016 avançat (accessible)_ASPASIA CATALUNYA_Teleformació_25,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons norma renovació une 58451,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,47,False,,Operació de carretons norma renovació une 58451_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_6,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Fabricació mecànica,Producció mecànica,Planificació i control de la producció,A79221651,"CESI IBERIA, S.A.U",8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,24,https://www.cesi-iberia.com/,cpaez@criteria.es,932652677,Media,otro,38,False,,"Planificació i control de la producció_CESI IBERIA, S.A.U_Teleformació_24",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Fabricació mecànica', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Gestió de recursos humans,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",8279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,60,https://WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500,Larga,otro,25,False,Mitjà,"Gestió de recursos humans_LAE FORMACIÓN PROGRAMADA, S.L._Teleformació_60",Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Seguretat i medi ambient,Seguretat i prevenció,"C.9. premuntatge, muntatge, canvis de format i assemblatge. part específica",B86193117,ASCENDENT,8101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,https://portalformacion.ademi.com,formacioncat@ascendent.es,932637752,Corta,otro,75,False,Idiomes C.,"C.9. premuntatge, muntatge, canvis de format i assemblatge. part específica_ASCENDENT_Presencial_8",Avançat,Idiomes,"{'nivell': 'Avançat', 'tipus': 'Idiomes', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Prevenció de riscos laborals i salut laboral,"Estratègies del control de l'estrès, el burnout i els riscos psicosocials",B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Teleformació,Altra Formació Professionalitzadora,20,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Corta,otro,73,False,,"Estratègies del control de l'estrès, el burnout i els riscos psicosocials_NASCOR_Teleformació_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Transport i manteniment de vehicles,Electromecànica de vehicles,Sistemes d'assistència a la conducció avançats (adas),A10638591,Campus FPCAT-UPC de la Mobilitat Sostenible (Martorell),8114,MARTORELL,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,70,https://cms.upc.edu,info.cms@cms.upc.edu,934012512,Larga,otro,53,False,Avançat,Sistemes d'assistència a la conducció avançats (adas)_Campus FPCAT-UPC de la Mobilitat Sostenible (Martorell)_Presencial_70,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Informàtica i comunicacions,Desenvolupament,Front end web developer,B16880049,IRONHACK,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,240,https://www2.ironhack.com/conforcat,reskilling@ironhack.com,937370947,Extensa,otro,23,False,,Front end web developer_IRONHACK_Presencial_240,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Formació complementària,Digitals / Ofimàtica / Tics,Comunicació i col·laboració amb eines digitals (actic nivell intermedi),B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,https://www.formar-te.es,formarte@formar-te.es,936061032,Media,otro,71,False,Mitjà,Comunicació i col·laboració amb eines digitals (actic nivell intermedi)_Formar-te_Teleformació_40,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Formació complementària', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Gestió fiscal de l'empresa,B59873760,JAUME VILADOMS,8187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,40,https://www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099,Media,otro,26,False,Mitjà,Gestió fiscal de l'empresa_JAUME VILADOMS_Presencial_40,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a operacions d'aparells elevadors. part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,83,False,,Prevenció de riscos laborals per a operacions d'aparells elevadors. part específica_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_6,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
"Tèxtil, confecció i pell",Confecció en tèxtil i pell,Assessorament en moda i imatge personal,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Corta,otro,39,False,,Assessorament en moda i imatge personal_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_10,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Tèxtil, confecció i pell', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mf1444_impartició i tutorització d'accions formatives per a l'ocupació,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,100,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Extensa,certificado,79,False,,Ssce0110_mf1444_impartició i tutorització d'accions formatives per a l'ocupació_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_100,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Seguretat i medi ambient,Seguretat i prevenció,Personal de control d'accessos,B65943235,SG CONSULTORS FORMADORS SL,8019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",60,https://www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105,Larga,otro,30,False,,Personal de control d'accessos_SG CONSULTORS FORMADORS SL_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Larga'}"
