nomcurs,desccurscat,codiarea,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,financiacio,datainici,preinscripcio,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccurses,mes
Desenvolupament d'aplicacions amb tecnologia web,Contacteu amb l'entitat,ICD,510.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0210.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-04,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189693/002&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189693/002,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,12.0
Muntatge i manteniment d'instal·lacions calorífiques,Contacteu amb l'entitat,IMR,220.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAR0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-01,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/006&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/006,CIFO Vallès,08279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382.0,SOC,Contacteu amb l'entitat,11.0
Formació per a l' accés a les proves del permís de conducció classe D.,Contacteu amb l'entitat,TMI,345.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI64.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-03-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188765/007&codi_curso_seleccionado=24/ATCC1/711/0188765/007,TRANSGRUP XXI SLU,08205,AV VIA AUGUSTA 105,41.481266,2.071325,932429090,gestio@aptibus.com,,08174,46224.0,SOC,Contacteu amb l'entitat,3.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188322/004&codi_curso_seleccionado=24/ATCC1/711/0188322/004,FUNDACIO PRIVADA SANT JORDI DE CATALÒNIA PER DISCAPACITATS,08214,CR ANGEL GUIMERÀ 57,41.48863,2.144212,93 580 52 27,FORMACIO@cataloniafundacio.cat,,08290,25596.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",9.0
Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,540.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-07,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/004,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,Contacteu amb l'entitat,11.0
Gestió integrada de recursos humans,"Realitzar la gestió administrativa de les activitats vinculades a l'administració de recursos humans i de la informació que en deriva en el marc d'una organització, d'acord amb els objectius marcats, les normes internes establertes i la legislació v",AGD,670.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGD0208.pdf,"Tècnic/a superior de recursos humans, en general Tècnic/a mitjà/ana en relacions laborals Administratiu/iva de personal administratiu/iva del Departament de Recursos Humans. Responsable de personal en PIME Gestor/a de nòmines Tècnic/a de recursos humans",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-09,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189800/003&codi_curso_seleccionado=24/CIFOCS_ED/707/0189800/003,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385.0,SOC,"Realitzar la gestió administrativa de les activitats vinculades a l'administració de recursos humans i de la informació que en deriva en el marc d'una organització, d'acord amb els objectius marcats, les normes internes establertes i la legislació v",12.0
CURES ESTÈTIQUES DE MANS I PEUS,"Realitzar l'embelliment i els tractaments estètics de les ungles de les mans i els peus tenint en compte les condicions necessàries per seleccionar i aplicar les diferents tècniques en condicions de qualitat, seguretat i salut, atenent les necessita",IPE,220.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMPP0108.pdf,Manicura Pedicur/a Especialista en la cura de peus Especialista en ungles artificials Demostrador/a de productes cosmètics per a les ungles i la pell de mans i peus,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189913/001&codi_curso_seleccionado=24/BASA%2023-24/703/0189913/001,IES VALL D'HEBRON,08019,"PP  PASSEIG VALL D'HEBRON, 95 95",41.422874,2.139381,932125004,cursos@insvallhebron.cat,,08035,3768.0,SOC,"Realitzar l'embelliment i els tractaments estètics de les ungles de les mans i els peus tenint en compte les condicions necessàries per seleccionar i aplicar les diferents tècniques en condicions de qualitat, seguretat i salut, atenent les necessita",11.0
Procediments bàsics al servei de cuina,Contacteu amb l'entitat,HTR,125.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR55.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188358/002&codi_curso_seleccionado=24/ATCC2/712/0188358/002,FUNDACIó CIUTADANIA MULTICULTURAL,08019,PL SANT PERE 5,41.38195,2.157005,932955012,MARTINH@MESCLADIS.ORG,,08015,20870.0,SOC,Contacteu amb l'entitat,11.0
Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,540.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/005,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,Contacteu amb l'entitat,11.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-04,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188422/001&codi_curso_seleccionado=24/ATCC1/711/0188422/001,"SANT ANDREU SALUT, FUNDACIÓ PRIVADA",08113,PL HOSPITAL S/N,41.726776,1.829941,938743312,FUNDACIO@SANTANDREUSALUT.CAT,,08241,45635.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",11.0
Operacions auxiliars de serveis administratius i generals,Contacteu amb l'entitat,AGG,390.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184138/001&codi_curso_seleccionado=23/FOAP/680/0184138/001,FUNDACIó IMFE MAS CARANDELL,43123,"CR TEROL 1 (BARRI GAUDI, ) Terol",41.161957,1.095019,977010850,correu@mascarandell.cat,,43206,4085.0,SOC,Contacteu amb l'entitat,9.0
Perruqueria,Contacteu amb l'entitat,IPQ,590.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMPQ0208.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189001/004&codi_curso_seleccionado=24/ATCC2/712/0189001/004,"C & C CASANOVA, S.A.",08015,CR FRANCESC LAYRET 63-65,41.380688,2.155641,933841313,ASESORA@CC-LLONGUERAS.COM,,08015,2973.0,SOC,Contacteu amb l'entitat,11.0
"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-14,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188336/001&codi_curso_seleccionado=24/ATCC1/711/0188336/001,PROSEGUR SERVICIOS  DE EFECTIVO ESPAÑA S.L. SOCIEDAD UNIPERSONAL,08101,AV GRAN VIA 175-177 POL. GRAN VIA SUR 175-177,41.349693,2.117256,934029787,gonzalo.garcia-hernandez@prosegur.com,https://www.prosegur.es/,08908,45134.0,SOC,Contacteu amb l'entitat,10.0
GESTIÓ I  CONTROL DE PLANTA QUÍMICA,Contacteu amb l'entitat,QUE,760.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIB0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-12,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189800/001&codi_curso_seleccionado=24/CIFOCS_ED/707/0189800/001,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385.0,SOC,Contacteu amb l'entitat,12.0
Serveis bàsics de barres i sala a la restauració,Contacteu amb l'entitat,HTR,20.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR26.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-02-17,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/016&codi_curso_seleccionado=24/ATCC2/712/0189552/016,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,2.0
Procediments bàsics al servei de sala,Contacteu amb l'entitat,HTR,125.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR56.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-03-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/020&codi_curso_seleccionado=24/ATCC2/712/0189552/020,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,3.0
Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/007&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/007,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,Contacteu amb l'entitat,12.0
Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,540.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189151/007&codi_curso_seleccionado=24/FPOIES_23_24/714/0189151/007,INSTITUT LLUIS DOMENECH I MONTANER,43123,CR MASPUJOLS 21-23,41.166775,1.099976,977312381,correu@iesdimreus.cat,,43206,3744.0,SOC,Contacteu amb l'entitat,12.0
Disseny i fabricació de prototips,Contacteu amb l'entitat,FMC,440.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,,,Certificat d'assistència,Presencial,Presencial,Sí,2024-12-04,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187307/004&codi_curso_seleccionado=24/CIFOCS_SEPE/706/0187307/004,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,12.0
Competències digitals avançades,Contacteu amb l'entitat,ICT,60.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT46.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-20,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184603/011&codi_curso_seleccionado=23/FOAP/680/0184603/011,FOINTEC INFORMATICA SLU,25120,CR DOCTORA CASTELLS  1,41.611843,0.631544,973213110,toni@fointec.com,http://www.fointec.com,25001,1767.0,SOC,Contacteu amb l'entitat,11.0
Activitats auxiliars de neteja d'immobles i superfícies,Contacteu amb l'entitat,SCI,520.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188172/002&codi_curso_seleccionado=24/ATCC2/712/0188172/002,FUNDACIO BADALONA CAPAÇ,08015,CR JULI GALVE BRUSSON 108-124,41.43196,2.228574,934607722,fundacio@badalonacapac.org,http://www.bdncapac.cat,08918,45229.0,SOC,Contacteu amb l'entitat,11.0
Disseny industrial de peces i conjunts mecànics,Contacteu amb l'entitat,FMC,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,,,Certificat d'assistència,Presencial,Presencial,Sí,2024-12-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187307/005&codi_curso_seleccionado=24/CIFOCS_SEPE/706/0187307/005,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,12.0
Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,260.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/004,CIFO Vallès,08279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382.0,SOC,Contacteu amb l'entitat,12.0
"Mercaderies Perilloses, Transport en Cisterna i Contenidors Cisternes (Formació Complementària CAP Mercaderies)",Contacteu amb l'entitat,TMI,12.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI25.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184172/035&codi_curso_seleccionado=23/FOAP/680/0184172/035,TRACER FORMADORES Y ASESORES SL,25137,PP COMPOSITOR BEETHOVEN  6,0.0,0.0,640863833,TECNICA@TRACERFORMACION.ES,http://WWW.TRACERFORMACION.ES,25230,40625.0,SOC,Contacteu amb l'entitat,11.0
Muntatge i manteniment d'infraestructures de telecomunicacions en edificis,Contacteu amb l'entitat,EES,330.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELES0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-04,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190442/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190442/001,INSTITUT FP SANT CUGAT,08205,CT RUBí 107,41.47207,2.086515,936746708,A8076637@XTEC.CAT,http://www.insfpsantcugat.cat,08174,45852.0,SOC,Contacteu amb l'entitat,11.0
Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,540.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/005,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,11.0
Operacions de fontaneria i calefacció-climatització domèstica,"Instal·lar canonades, preparant, tallant i unint tubs de diferents tipus de materials segons el tipus d'instal·lació, i muntar i/o desmuntar aparells sanitaris, radiadors i aparells de climatització d'ús domèstic, amb les condicions adequades de qua",IMI,320.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAI0108.pdf,Lampista instal·lador/a mantenidor/a Instal·lador/a de canonada en general Mantenidor/a de calefacció Mantenidor/a de climatització Instal·lador/a mantenidor/a de xarxes de reg i fonts decoratives Instal·lador/a mantenidor/a de xarxes contra incendis,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-03,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/002&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/002,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384.0,SOC,"Instal·lar canonades, preparant, tallant i unint tubs de diferents tipus de materials segons el tipus d'instal·lació, i muntar i/o desmuntar aparells sanitaris, radiadors i aparells de climatització d'ús domèstic, amb les condicions adequades de qua",12.0
"Operacions de producció: manteniment, reparacions, muntatges i gestió de residus",Contacteu amb l'entitat,SMG,300.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,Sí,2025-03-03,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189395/001&codi_curso_seleccionado=24/ATCC1/711/0189395/001,"FEMAREC, SCCL",08019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945.0,SOC,Contacteu amb l'entitat,3.0
Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/133&codi_curso_seleccionado=23/FOAP/680/0184050/133,"FEMAREC, SCCL",08019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945.0,SOC,Contacteu amb l'entitat,9.0
"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-07-22,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184425/010&codi_curso_seleccionado=23/FOAP/680/0184425/010,FUNDACIó UNIVERSITàRIA MARTí L'HUMà,08088,CR Figueral 59,41.683002,2.285187,938605060,jsalayet@fumh.cat,http://www.fumh.cat,08530,14382.0,SOC,Contacteu amb l'entitat,7.0
Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188380/001&codi_curso_seleccionado=24/ATCC1/711/0188380/001,CRUZ ROJA ESPAÑOLA,08019,CR Joan d'Austria  120-124,41.1207,1.245008,932051414,helena.fontanet@creuroja.org,http://www.creuroja.org,43002,2220.0,SOC,Contacteu amb l'entitat,12.0
