IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
251764,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,G58452210,EL CAE,08113,MANRESA,07,BAGES,Presencial,Altra Formació Professionalitzadora,30,www.cae.cat,cae@cae.cat,938725789
248304,Competències transversals,Idiomes / Lingüístiques,Llengua de Signes Catalana A.1.C.,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
246246,Transport i manteniment de vehicles,Electromecànica de vehicles,Sensibilització en vehicles amb alt voltatge,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,8,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
258970,Sanitat,Atenció sanitària,SANT0208_UF0677_Suport vital bàsic,Q2866001G,CREU ROJA ESPANYOLA A CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,http://www.creuroja.org/,iolanda.gargallo@creuroja.org,933006565
246361,Administració i gestió,Administració i auditoria,Nòmines i seguretat social I,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
246215,Comerç i màrqueting,Compravenda,Tècniques per a la venda i habilitats comercials,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
248174,Sanitat,Atenció sanitària,Transformació i canvi en les organitzacions de salut,B64719883,UCF,08019,BARCELONA,13,BARCELONÈS,Teleformació,,15,www.ucf.cat,mnadal@ucf.cat,932594381
242653,Seguretat i medi ambient,Seguretat i prevenció,C.27. Conductors de carretons elevadors. Part específica,B86193117,ASCENDENT,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,,8,https://portalformacion.ademi.com,formacioncat@ascendent.es,932637752
260044,Administració i gestió,Administració i auditoria,ADGD0208_MF0233_Ofimàtica,B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Presencial,,190,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
242645,Edificació i obra civil,Projecte i seguiment d'obra,Planificació i gestió del pressupost amb Presto,B86193117,ASCENDENT,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://portalformacion.ademi.com,formacioncat@ascendent.es,932637752
252895,Competències transversals,Orientació,Personal branding,F08735714,ESCOLA SANT GERVASI COOPERATIVA,08124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430
247568,Comerç i màrqueting,Màrqueting i relacions públiques,Botiga virtual i gestió del comerç electrònic,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,35,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
246209,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma UNE 58451,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",24,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
258602,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1446_Orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
244034,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Treball en equip,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,30,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
253302,Administració i gestió,Finances i assegurances,Actualització fiscal i comptable,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Altra Formació Professionalitzadora,15,www.uier.org,formacio@uier.org,972703111
257987,Seguretat i medi ambient,Seguretat i prevenció,SEAD0112_UF2676_Tècniques de protecció de persones,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
250027,Informàtica i comunicacions,Sistemes i telemàtica,CCNA Cybersecurity Operations - Cyber Ops,G60643558,FUNDACIÓ PRIVADA UNIVERSITAT I TECNOLOGÍA,08019,BARCELONA,13,BARCELONÈS,Presencial,,90,www.salleurl.edu,marina.abian@salle.url.edu,932902352
250726,Informàtica i comunicacions,Sistemes i telemàtica,Ciberseguretat,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,25,www.catformacio.com,info@catformacio.org,932172515
250050,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,F08766131,CENTRE D'ESTUDIS JAUME BALMES,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.balmesinnova.com,gonzalo.rodriguez@balmesinnova.com,609140649
260496,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0111_MP0478_Mòdul de pràctiques professionals no laborals de 'Promoció i intervenció socioeducativa amb persones amb discapacitat',B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,,80,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
243641,Hostaleria i turisme,Restauració,Preparacions culinàries a base d'arrossos,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,12,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
248325,Sanitat,Atenció sanitària,"Primers auxilis, socorrisme i emergències. Nivell avançat",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251961,Formació complementària,Digitals / Ofimàtica / Tics,Microsoft Excel 2019 Nivell 1 - Certificació MOS-200: Excel Associate,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,45,https://www.formar-te.es,formarte@formar-te.es,936061032
240105,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,Dinamització pedagògica,G64388705,Fundació Catalana del Lleure Educatiu i Sociocultural,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,20,https://escolaefa.cat/oferta-formativa/subvencionat/,info@escolaefa.cat,934180257
243449,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a feines d'encofrats. Part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
250369,Comerç i màrqueting,Màrqueting i relacions públiques,Canals de promoció i publicitat en dispositius mòbils,B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,40,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
243059,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma UNE 58451,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",24,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
247566,Comerç i màrqueting,Màrqueting i relacions públiques,Inbound & outbound màrqueting,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
243486,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs d'instal·lació d'ascensors,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
244321,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma Renovació UNE 58451,G65043978,BALMES INNOVA,08208,SANT ESTEVE SESROVIRES,11,BAIX LLOBREGAT,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,www.balmesinnova.com,coordinacio@balmesinnova.com,683657123
255452,Competències transversals,Habilitats personals i socials,Eines de coaching. Nivell I,B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,30,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
243584,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,G64388705,Fundació Catalana del Lleure Educatiu i Sociocultural,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://escolaefa.cat/oferta-formativa/subvencionat/,info@escolaefa.cat,934180257
243460,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a feines de revestiment de guix. Part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
244864,Informàtica i comunicacions,Sistemes i telemàtica,Implantació i gestió de la ciberseguretat,G62034111,Hub4T TecnoCampus,08121,MATARÓ,21,MARESME,Presencial,,91,www.tecnocampus.cat,formacio@tecnocampus.cat,937021959
260469,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1445_Avaluació del procés d'ensenyament-aprenentatge en formació professional per a l'ocupació,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Certificats de Professionalitat,60,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
247924,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma Renovació UNE 58451,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,www.uier.org,formacio@uier.org,972703111
248263,Serveis socioculturals i a la comunitat,Formació i educació,Català C (suficiència),G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Mixta,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",120,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251225,Electricitat i electrònica,Equips electrònics,Instal·lació de punts de recàrrega per a vehicles elèctrics,B65221947,LEVELINSTRUKTA,08217,SANT JOAN DESPÍ,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,25,www.levelinstrukta.com,ajimenez@levelinstrukta.es,674373705
257161,Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MF0249_Higiene i atenció sanitària domiciliària,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Certificats de Professionalitat,170,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
243505,Seguretat i medi ambient,Seguretat i prevenció,"Prevenció de riscos laborals per a treballs d'instal·lacions, reparacions, muntatges, estructures metàl·liques, serralleria i fusteria metàl·lica",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
252950,Informàtica i comunicacions,Desenvolupament,Simulació de processos industrials,B66118290,TRANSFORMA'T,08180,RIPOLLET,40,VALLÈS OCCIDENTAL,Teleformació,,40,www.transformat.cat,formacio@transformat.cat,633829895
253111,Comerç i màrqueting,Màrqueting i relacions públiques,Pla de màrqueting per a dispositius mòbils,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
252746,Serveis socioculturals i a la comunitat,Formació i educació,Aplicació de les eines Google a l'educació,B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,30,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
252218,Seguretat i medi ambient,Seguretat i prevenció,Servei de vigilància ferroviària i metropolità,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,https://www.formar-te.es,formarte@formar-te.es,936061032
248313,Formació complementària,Digitals / Ofimàtica / Tics,Microsoft Word 2019 Nivell 2 - Certificació MOS-101: Word Expert,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,45,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
258130,Comerç i màrqueting,Compravenda,COMT0110_MF0245_Gestió de queixes i reclamacions en matèria de consum,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,,90,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
244029,Serveis socioculturals i a la comunitat,Formació i educació,Plataformes per a l'aprenentatge,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,,16,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
253452,Seguretat i medi ambient,Seguretat i prevenció,"Prevenció de riscos laborals per a feines d'electricitat, muntatge i manteniment d'instal·lacions elèctriques d'alta i baixa tensió. Formació de reciclatge",G67264333,AEMIFESA FORMACION,08015,BADALONA,13,BARCELONÈS,Presencial,,4,www.aemifesa.org,lgil@aemifesa.org,933846075
260513,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Anglès) Nivell 3,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,,180,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
248312,Formació complementària,Digitals / Ofimàtica / Tics,Microsoft Word 2019 Nivell 1 - Certificació MOS-100: Word Associate,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,45,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
236181,Transport i manteniment de vehicles,Carrosseria de vehicles,Soldadura TIG per acer carboni,A10638591,Campus FPCAT-UPC de la Mobilitat Sostenible (Martorell),08114,MARTORELL,11,BAIX LLOBREGAT,Presencial,,60,https://cms.upc.edu,info.cms@cms.upc.edu,934012512
253821,Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,B56635774,AUTOESCOLA L'ASFALT,08187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,50,www.lasfalt.com,formacio@formartalent.com,692511167
260473,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0109_MF1023_Foment i suport associatiu,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,Certificats de Professionalitat,50,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
241119,Serveis socioculturals i a la comunitat,Formació i educació,Anglès A.1.A.,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,,75,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
244013,Serveis socioculturals i a la comunitat,Formació i educació,Formació programada per a les empreses,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,Altra Formació Professionalitzadora,12,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
243079,Formació complementària,Orientació,Sensibilització a la igualtat d'oportunitats,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
244780,Agrària,Agricultura,Manipulació i aplicació de productes fitosanitaris. Nivell avançat,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",60,www.idfo.com,sroman@idfo.com,932689292
243469,Seguretat i medi ambient,Seguretat i prevenció,"Prevenció de riscos laborals per a feines de muntatge d'escaiola, plaques de guix laminat i assimilats. Part específica",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
255522,Hostaleria i turisme,Turisme,"Informació i atenció turística en llengua estrangera, alemany",B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.fomentformacio.com,formacio@foment.com,934841232
260041,Serveis socioculturals i a la comunitat,Atenció social,"SSCG0111_MF1425_Maneig de les eines, tècniques i habilitats per prestar el servei de teleassistència",B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Presencial,Certificats de Professionalitat,80,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
250566,Serveis socioculturals i a la comunitat,Formació i educació,Metodologies actives,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.catformacio.com,info@catformacio.org,932172515
253097,Serveis socioculturals i a la comunitat,Formació i educació,Estratègies educatives per al treball amb adolescents,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,15,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
251763,Competències transversals,Habilitats personals i socials,Eines per a la gestió de les emocions,G58452210,EL CAE,08113,MANRESA,07,BAGES,Presencial,Altra Formació Professionalitzadora,30,www.cae.cat,cae@cae.cat,938725789
248280,Informàtica i comunicacions,Sistemes i telemàtica,Disseny tridimensional paramètric per a impressió 3D,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
255487,Comerç i màrqueting,Logística comercial i gestió del transport,Gestió de processos logístics,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.fomentformacio.com,formacio@foment.com,934841232
248264,Serveis socioculturals i a la comunitat,Formació i educació,Català. Certificat de Nivell superior de català (C2),G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Mixta,Altra Formació Professionalitzadora,90,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
259039,Informàtica i comunicacions,Sistemes i telemàtica,IFCT0109_MF0489_Sistemes segurs d'accés i transmissió de dades,B16880049,IRONHACK,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,https://www2.ironhack.com/conforcat,reskilling@ironhack.com,937370947
243093,Competències transversals,Habilitats personals i socials,Habilitats personals i socials per a l'ocupació,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,175,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243063,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals: Ergonomia postural i de l'esforç,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
246374,Imatge i so,Produccions fotogràfiques,Fotografia digital i tractament d'imatges. Nivell bàsic,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,35,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
246270,Serveis socioculturals i a la comunitat,Atenció social,Tècniques bàsiques d'assistència a persones en salut mental,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
243438,Energia i aigua,Eficiència energètica,Fonaments d'eficiència energètica per supervisar l'execució de l'edificació,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,8,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243509,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de construcció i manteniment de vies fèrries. Formació de reciclatge,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,4,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
250022,Informàtica i comunicacions,Sistemes i telemàtica,Implantació i gestió de la ciberseguretat,G60643558,FUNDACIÓ PRIVADA UNIVERSITAT I TECNOLOGÍA,08019,BARCELONA,13,BARCELONÈS,Presencial,,91,www.salleurl.edu,marina.abian@salle.url.edu,932902352
250562,Serveis socioculturals i a la comunitat,Formació i educació,Educació inclusiva centrada en el trastorn d'atenció (TDA),G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.catformacio.com,info@catformacio.org,932172515
243414,Edificació i obra civil,Projecte i seguiment d'obra,"Tècniques tradicionals en construcció, la calç i el guix",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
246258,Serveis socioculturals i a la comunitat,Atenció social,Tècniques de control i contenció del pànic col·lectiu,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
252215,Seguretat i medi ambient,Seguretat i prevenció,Personal de control d'accessos,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",60,https://www.formar-te.es,formarte@formar-te.es,936061032
251174,Seguretat i medi ambient,Seguretat i prevenció,Elaboració de plans d'autoprotecció. Nivell bàsic,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,140,www.egaraformacio.com,cursos@egaraformacio.com,937339820
251891,Edificació i obra civil,Maquinària de construcció,Actualització plataformes elevadores mòbils de personal (PEMP),B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,https://www.formar-te.es,formarte@formar-te.es,936061032
242885,Transport i manteniment de vehicles,Electromecànica de vehicles,Gestió de sistemes PASS-THRU. Nivell I,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,,16,www.upm.org,info@upm.org,933180828
253133,Administració i gestió,Gestió de la informació i comunicació,Neurolideratge,B58684747,CET PENEDÈS,08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,Altra Formació Professionalitzadora,30,www.cetpenedes.cat,publicitat@cetpenedes.com,938904745
252327,Competències transversals,Habilitats personals i socials,Comunicació no violenta,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
248666,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.1.A.,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
260510,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0109_MF1024_Tècniques i instruments d'informació i difusió en la dinamització comunitària,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,,60,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
248288,Formació complementària,Col·lectius desfavorits,Feminisme i interseccionalitat,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
248330,Competències transversals,Habilitats personals i socials,Programació neurolingüística. Nivell II,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251121,Competències transversals,Emprenedoria,Aspectes laborals del règim especial de persones treballadores autònomes (RETA),B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,15,www.egaraformacio.com,cursos@egaraformacio.com,937339820
251912,Competències transversals,Recursos humans / Relacions laborals,Persona de referència en els protocols per a la prevenció i l'abordatge de l'assetjament sexual i per raó de sexe,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,https://www.formar-te.es,formarte@formar-te.es,936061032
257162,Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MF0250_Atenció i suport psicosocial domiciliari,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Certificats de Professionalitat,210,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
245782,Competències transversals,Emprenedoria,Emprenedoria,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.autoocupacio.org,formacio@autoocupacio.org,934908860
