codicurs,nomcurs,desccursCAT,codiarea,tipuscurs,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,importe,financiacio,datainici,preinscripcio,paraulesclau,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccursES,Georeferència
24/ATCC1/711/0188422/001,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188422/001&codi_curso_seleccionado=24/ATCC1/711/0188422/001,,"SANT ANDREU SALUT, FUNDACIÓ PRIVADA",8113,PL HOSPITAL S/N,41.726776,1.829941,938743312,FUNDACIO@SANTANDREUSALUT.CAT,,08241,45635,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
23/FOAP/680/0184138/001,Operacions auxiliars de serveis administratius i generals,Contacteu amb l'entitat,AGG,FO,390,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184138/001&codi_curso_seleccionado=23/FOAP/680/0184138/001,,FUNDACIó IMFE MAS CARANDELL,43123,"CR TEROL 1 (BARRI GAUDI, ) Terol",41.161957,1.095019,977010850,correu@mascarandell.cat,,43206,4085,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189001/004,Perruqueria,Contacteu amb l'entitat,IPQ,FO,590,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMPQ0208.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,11/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189001/004&codi_curso_seleccionado=24/ATCC2/712/0189001/004,,"C & C CASANOVA, S.A.",8015,CR FRANCESC LAYRET 63-65,41.380688,2.155641,933841313,ASESORA@CC-LLONGUERAS.COM,,08015,2973,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188336/001,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,14/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188336/001&codi_curso_seleccionado=24/ATCC1/711/0188336/001,,PROSEGUR SERVICIOS  DE EFECTIVO ESPAÑA S.L. SOCIEDAD UNIPERSONAL,8101,AV GRAN VIA 175-177 POL. GRAN VIA SUR 175-177,41.349693,2.117256,934029787,gonzalo.garcia-hernandez@prosegur.com,https://www.prosegur.es/,08908,45134,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED/707/0189800/001,GESTIÓ I  CONTROL DE PLANTA QUÍMICA,Contacteu amb l'entitat,QUE,FO,760,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIB0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,12/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189800/001&codi_curso_seleccionado=24/CIFOCS_ED/707/0189800/001,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/016,Serveis bàsics de barres i sala a la restauració,Contacteu amb l'entitat,HTR,FO,20,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR26.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,17/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/016&codi_curso_seleccionado=24/ATCC2/712/0189552/016,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/020,Procediments bàsics al servei de sala,Contacteu amb l'entitat,HTR,FO,125,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR56.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,10/03/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/020&codi_curso_seleccionado=24/ATCC2/712/0189552/020,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189695/007,Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/007&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/007,,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189151/007,Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,FO,540,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189151/007&codi_curso_seleccionado=24/FPOIES_23_24/714/0189151/007,,INSTITUT LLUIS DOMENECH I MONTANER,43123,CR MASPUJOLS 21-23,41.166775,1.099976,977312381,correu@iesdimreus.cat,,43206,3744,SOC,Contacteu amb l'entitat,
24/CIFOCS_SEPE/706/0187307/004,Disseny i fabricació de prototips,Contacteu amb l'entitat,FMC,FO,440,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,,,Certificat d'assistència,Presencial,Presencial,0,Sí,04/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187307/004&codi_curso_seleccionado=24/CIFOCS_SEPE/706/0187307/004,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184603/011,Competències digitals avançades,Contacteu amb l'entitat,ICT,FO,60,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT46.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184603/011&codi_curso_seleccionado=23/FOAP/680/0184603/011,,FOINTEC INFORMATICA SLU,25120,CR DOCTORA CASTELLS  1,41.611843,0.631544,973213110,toni@fointec.com,http://www.fointec.com,25001,1767,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188172/002,Activitats auxiliars de neteja d'immobles i superfícies,Contacteu amb l'entitat,SCI,FO,520,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,0,Sí,18/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188172/002&codi_curso_seleccionado=24/ATCC2/712/0188172/002,,FUNDACIO BADALONA CAPAÇ,8015,CR JULI GALVE BRUSSON 108-124,41.43196,2.228574,934607722,fundacio@badalonacapac.org,http://www.bdncapac.cat,08918,45229,SOC,Contacteu amb l'entitat,
24/CIFOCS_SEPE/706/0187307/005,Disseny industrial de peces i conjunts mecànics,Contacteu amb l'entitat,FMC,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,,,Certificat d'assistència,Presencial,Presencial,0,Sí,13/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187307/005&codi_curso_seleccionado=24/CIFOCS_SEPE/706/0187307/005,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189702/004,Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,FO,260,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/004,,CIFO Vallès,8279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184172/035,"Mercaderies Perilloses, Transport en Cisterna i Contenidors Cisternes (Formació Complementària CAP Mercaderies)",Contacteu amb l'entitat,TMI,FO,12,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI25.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,13/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184172/035&codi_curso_seleccionado=23/FOAP/680/0184172/035,,TRACER FORMADORES Y ASESORES SL,25137,PP COMPOSITOR BEETHOVEN  6,0,0,640863833,TECNICA@TRACERFORMACION.ES,http://WWW.TRACERFORMACION.ES,25230,40625,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0190442/001,Muntatge i manteniment d'infraestructures de telecomunicacions en edificis,Contacteu amb l'entitat,EES,FO,330,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELES0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190442/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190442/001,,INSTITUT FP SANT CUGAT,8205,CT RUBí 107,41.47207,2.086515,936746708,A8076637@XTEC.CAT,http://www.insfpsantcugat.cat,08174,45852,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189756/005,Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,FO,540,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,11/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/005,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189775/002,Operacions de fontaneria i calefacció-climatització domèstica,"Instal·lar canonades, preparant, tallant i unint tubs de diferents tipus de materials segons el tipus d'instal·lació, i muntar i/o desmuntar aparells sanitaris, radiadors i aparells de climatització d'ús domèstic, amb les condicions adequades de qua",IMI,FO,320,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAI0108.pdf,Lampista instal·lador/a mantenidor/a Instal·lador/a de canonada en general Mantenidor/a de calefacció Mantenidor/a de climatització Instal·lador/a mantenidor/a de xarxes de reg i fonts decoratives Instal·lador/a mantenidor/a de xarxes contra incendis,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,03/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/002&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/002,,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384,SOC,"Instal·lar canonades, preparant, tallant i unint tubs de diferents tipus de materials segons el tipus d'instal·lació, i muntar i/o desmuntar aparells sanitaris, radiadors i aparells de climatització d'ús domèstic, amb les condicions adequades de qua",
24/ATCC1/711/0189395/001,"Operacions de producció: manteniment, reparacions, muntatges i gestió de residus",Contacteu amb l'entitat,SMG,FO,300,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,0,Sí,03/03/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189395/001&codi_curso_seleccionado=24/ATCC1/711/0189395/001,,"FEMAREC, SCCL",8019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184050/133,Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/133&codi_curso_seleccionado=23/FOAP/680/0184050/133,,"FEMAREC, SCCL",8019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184425/010,"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,22/07/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184425/010&codi_curso_seleccionado=23/FOAP/680/0184425/010,,FUNDACIó UNIVERSITàRIA MARTí L'HUMà,8088,CR Figueral 59,41.683002,2.285187,938605060,jsalayet@fumh.cat,http://www.fumh.cat,08530,14382,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188380/001,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188380/001&codi_curso_seleccionado=24/ATCC1/711/0188380/001,,CRUZ ROJA ESPAÑOLA,8019,CR Joan d'Austria  120-124,41.1207,1.245008,932051414,helena.fontanet@creuroja.org,http://www.creuroja.org,43002,2220,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184204/040,Especialista en màrqueting digital,Contacteu amb l'entitat,CMM,FO,130,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMM15.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,16/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184204/040&codi_curso_seleccionado=23/FOAP/680/0184204/040,,AJUNTAMENT DE SABADELL,8187,"CT DE BARCELONA, 208",41.533882,2.113511,937453161,peconomica@ajsabadell.cat,http://www.sabadell.net,08203,2181,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/010,Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,05/08/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/010&codi_curso_seleccionado=24/ATCC2/712/0189552/010,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/CIFOFSE/702/0187187/059,Introducció al Big Data i Intel·ligència Artificial,Contacteu amb l'entitat,ICT,FO,40,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT159.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/059&codi_curso_seleccionado=24/CIFOFSE/702/0187187/059,,CIFO La Violeta,8019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0188858/004,Confecció i publicació de pàgines web,Contacteu amb l'entitat,ICD,FO,480,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,21/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188858/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0188858/004,,INSTITUT CENDRASSOS,17066,CR  ARQUITECTE PELAI MARTINEZ 1,42.273758,2.965632,972507908,B7005649@XTEC.CAT,,17600,45322,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189780/001,Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189780/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189780/001,,INSTITUT JOAN ORÓ,8114,"AV AV. FELIU DURAN I CANYAMERAS, 7 7",41.473946,1.921748,937753618,mamezcu2@xtec.cat,,08760,3314,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188573/004,Muntatge i manteniment d'instal·lacions frigorífiques,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",IMR,FO,420,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAR0108.pdf,Frigorista Operador/a de compressors de fred Operador/a de planta de refrigeració Instal·lador/a - ajustador/a d'instal·lacions de refrigeració i aire condicionat Electrònic/a de manteniment i reparació d'instal·lacions de refrigeració i climatització Instal·lador/a frigorista en processos industrials Mantenidor/a frigorista en processos industrials Instal·lador/a frigorista en instal·lacions comercials Mantenidor/a frigorista en instal·lacions comercials,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188573/004&codi_curso_seleccionado=24/ATCC1/711/0188573/004,,"ASOC.PROFES. EMPRESARIOS ELECTRICI. FONTANE. GAS, SANEAMIENTO Y AFINES BAIX LLOB",8073,AV DE LA FAMA 56,41.3492,2.083725,934744746,INFO@GREMIBAIX.COM,,08940,2096,SOC,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",
24/FPOIES_23_24/714/0189602/001,Operacions auxiliars de muntatge i manteniment de sistemes microinformàtics,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",ICT,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0108.pdf,Operari/ària en muntatge d'equips microinformàtics Operari/ària en manteniment de sistemes microinformàtics,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,11/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189602/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189602/001,,INSTITUT MEDITERRÀNIA,8056,CT DE LA SENTIU 2,0,0,936641691,A8047480@XTEC.CAT,,08860,46168,SOC,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",
24/FPOIES_23_24/714/0190729/001,Gestió comptable i gestió administrativa per a auditoria,Contacteu amb l'entitat,AGD,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGD0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,03/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190729/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190729/001,,EN. I.E.S. ESCOLA DEL TREBALL DE LLEIDA,25120,"PL PI I MARGALL,  51",41.622997,0.62567,973231549,c5005442@xtec.cat,https://www.escoladeltreball.cat/,25004,3082,SOC,Contacteu amb l'entitat,
